Transaction_ID,Customer_ID,Product_ID,Product_Name,Order_Date,Quantity,Price,Discount,Total_Amount ((harga x jumlah) - diskon),Payment_Method,Delivery_City,Delivery_Status
1026,10014,2019,Nasi Goreng,2023-01-26 00:00:00,9,43545,5000,386905,Credit Card,Yogyakarta,Delivered
1027,10004,2049,SATE AYAM,2023-01-27 00:00:00,5,33292,10000,156460,E-Wallet,Yogyakarta,Delivered
1028,10032,2022,Sate Ayam,2023-01-28 00:00:00,9,20784,10000,177056,Credit Card,Medan,Canceled
1029,10019,2044,Ikan Bakar,2023-01-29 00:00:00,3,10175,0,30525,Credit Card,Surabaya,Canceled
1030,10027,2048,Mie Goreng,2023-01-30 00:00:00,6,20954,10000,115724,Credit Card,Bandung,Pending
1031,10034,2042,Sate Ayam,2023-01-31 00:00:00,3,40334,10000,111002,Credit Card,Bandung,Delivered
1032,10019,2008,Nasi Goreng,2023-02-01 00:00:00,2,34745,0,69490,Bank Transfer,Jakarta,Delivered
1033,10028,2023,Ikan Bakar,2023-02-02 00:00:00,5,49610,10000,238050,Credit Card,Bandung,Delivered
1034,10035,2013,MIE GORENG,2023-02-03 00:00:00,8,49550,5000,391400,E-Wallet,Bandung,Pending
1035,10003,2018,Ayam Bakar,2023-02-04 00:00:00,5,34819,5000,169095,E-Wallet,Medan,Canceled
1035,10003,2018,Ayam Bakar,2023-02-04 00:00:00,5,34819,5000,169095,E-Wallet,Medan,Canceled
1036,10010,2003,Nasi Goreng,2023-02-05 00:00:00,8,45345,0,362760,E-Wallet,Surabaya,Delivered
1037,10004,2021,sate ayam,2023-02-06 00:00:00,9,31271,0,281439,E-Wallet,Surabaya,Delivered
1038,10008,2041,Ayam Bakar,2023-02-07 00:00:00,3,31810,0,95430,Bank Transfer,Yogyakarta,Canceled
1039,10004,2030,Nasi Goreng,2023-02-08 00:00:00,2,10078,5000,15156,Credit Card,Jakarta,Canceled
1039,10004,2030,Nasi Goreng,2023-02-08 00:00:00,2,10078,5000,15156,Credit Card,Jakarta,Canceled
1040,10006,2026,NASI GORENG,2023-02-09 00:00:00,7,49898,5000,344286,E-Wallet,Yogyakarta,Canceled
1041,10049,2045,Nasi Goreng,2023-02-10 00:00:00,2,43659,10000,77318,Bank Transfer,Jakarta,Pending
1042,10014,2027,Sate Ayam,2023-02-11 00:00:00,4,25509,5000,97036,Credit Card,Medan,Pending
1043,10004,2048,sate ayam,2023-02-12 00:00:00,1,47700,10000,37700,Credit Card,Medan,Canceled
1044,10023,2043,Mie Goreng,2023-02-13 00:00:00,2,19079,5000,33158,E-Wallet,Surabaya,Canceled
1045,10025,2015,Sate Ayam,2023-02-14 00:00:00,8,26239,0,209912,Bank Transfer,Surabaya,Pending
1045,10025,2015,Sate Ayam,2023-02-14 00:00:00,8,26239,0,209912,Bank Transfer,Surabaya,Pending
1046,10038,2027,IKAN BAKAR,2023-02-15 00:00:00,3,27564,10000,72692,Credit Card,Medan,Pending
1047,10019,2028,Ikan Bakar,2023-02-16 00:00:00,7,21324,0,149268,Bank Transfer,Bandung,Pending
1048,10037,2024,Sate Ayam,2023-02-17 00:00:00,3,39700,5000,114100,E-Wallet,Bandung,Pending
1049,10046,2022,sate ayam,2023-02-18 00:00:00,4,28612,10000,104448,E-Wallet,Bandung,Canceled
1050,10004,2033,Sate Ayam,2023-02-19 00:00:00,6,20931,5000,120586,E-Wallet,Yogyakarta,Canceled
1051,10051,2092,Bakso,2023-04-17 00:00:00,8,54732,7000,430856,Credit Card,Bandung,Pending
1052,10074,2074,Soto Betawi,2023-04-10 00:00:00,8,26023,3000,205184,COD,Yogyakarta,Returned
1053,10029,2037,Nasi Goreng,2023-07-11 00:00:00,5,27568,5000,132840,Credit Card,Jakarta,Canceled
1054,10088,2048,Mie Goreng,2023-02-28 00:00:00,3,11899,5000,30697,Bank Transfer,Bandung,Canceled
1055,10050,2006,Ayam Bakar,2023-11-25 00:00:00,7,31777,5000,217439,Bank Transfer,Medan,Delivered
1056,10008,2089,Ayam Bakar,2023-12-06 00:00:00,7,58555,7000,402885,E-Wallet,Jakarta,Canceled
1057,10035,2049,Soto Betawi,2023-01-02 00:00:00,6,53573,1000,320438,QRIS,Jakarta,Canceled
1058,10062,2017,Nasi Goreng,2023-02-13 00:00:00,2,47065,5000,89130,QRIS,Surabaya,Delivered
1059,10039,2084,Soto Betawi,2023-08-25 00:00:00,2,27262,7000,47524,Credit Card,Surabaya,Returned
1060,10059,2040,Ayam Bakar,2023-01-15 00:00:00,1,58984,0,58984,Bank Transfer,Medan,Returned
1061,10087,2062,Mie Goreng,2023-03-22 00:00:00,8,23986,3000,188888,Bank Transfer,Bandung,Canceled
1062,10040,2027,Bakso,2023-07-20 00:00:00,8,23067,1000,183536,Bank Transfer,Semarang,Pending
1063,10022,2061,Soto Betawi,2023-10-20 00:00:00,3,29115,3000,84345,E-Wallet,Surabaya,Pending
1064,10046,2077,Mie Goreng,2023-09-14 00:00:00,5,43270,3000,213350,Bank Transfer,Bali,Pending
1065,10089,2041,Ikan Bakar,2023-06-28 00:00:00,7,51523,7000,353661,QRIS,Jakarta,Canceled
1066,10022,2014,Mie Goreng,2023-01-29 00:00:00,4,26198,3000,101792,E-Wallet,Jakarta,Returned
1067,10065,2041,Ayam Bakar,2023-03-03 00:00:00,9,54020,5000,481180,QRIS,Medan,Returned
1068,10083,2029,Sate Ayam,2023-11-27 00:00:00,7,25707,0,179949,Bank Transfer,Surabaya,Canceled
1069,10026,2061,Sate Ayam,2023-04-26 00:00:00,9,19474,3000,172266,Bank Transfer,Jakarta,Canceled
1070,10096,2050,Nasi Goreng,2023-06-21 00:00:00,8,44766,3000,355128,Bank Transfer,Medan,Canceled
1071,10061,2057,Ikan Bakar,2023-09-25 00:00:00,7,54417,3000,377919,Bank Transfer,Jakarta,Canceled
1072,10055,2080,Mie Goreng,2023-04-23 00:00:00,2,47505,5000,90010,COD,Semarang,Canceled
1073,10000,2018,Sate Ayam,2023-05-10 00:00:00,5,48559,5000,237795,E-Wallet,Semarang,Pending
1074,10016,2037,Soto Betawi,2023-11-21 00:00:00,4,50545,3000,199180,Bank Transfer,Surabaya,Returned
1075,10058,2069,Soto Betawi,2023-12-15 00:00:00,3,59811,5000,174433,E-Wallet,Medan,Pending
1076,10089,2066,Bakso,2023-05-27 00:00:00,4,12911,5000,46644,Bank Transfer,Surabaya,Returned
1077,10038,2081,Soto Betawi,2023-05-09 00:00:00,9,49384,1000,443456,Credit Card,Bandung,Pending
1078,10015,2089,Soto Betawi,2023-03-01 00:00:00,1,12049,0,12049,QRIS,Jakarta,Canceled
1079,10031,2008,Sate Ayam,2023-04-09 00:00:00,3,25151,3000,72453,QRIS,Semarang,Delivered
1080,10032,2023,Ikan Bakar,2023-03-16 00:00:00,1,42711,5000,37711,QRIS,Jakarta,Pending
1081,10088,2098,Sate Ayam,2023-12-15 00:00:00,2,56975,1000,112950,Credit Card,Jakarta,Pending
1082,10079,2060,Sate Ayam,2023-06-10 00:00:00,4,33328,7000,126312,QRIS,Semarang,Returned
1083,10007,2006,Mie Goreng,2023-05-08 00:00:00,1,14555,3000,11555,E-Wallet,Jakarta,Pending
1084,10021,2029,Sate Ayam,2023-08-18 00:00:00,3,20677,3000,59031,E-Wallet,Yogyakarta,Canceled
1085,10029,2096,Ikan Bakar,2023-11-13 00:00:00,3,47410,0,142230,Bank Transfer,Medan,Returned
1086,10029,2092,Sate Ayam,2023-01-06 00:00:00,3,42635,0,127905,COD,Semarang,Canceled
1087,10045,2052,Bakso,2023-04-09 00:00:00,1,10190,7000,3190,COD,Semarang,Pending
1088,10032,2066,Soto Betawi,2023-01-18 00:00:00,9,42745,1000,383705,E-Wallet,Semarang,Delivered
1089,10023,2031,Bakso,2023-12-08 00:00:00,7,45777,3000,317439,Credit Card,Yogyakarta,Delivered
1090,10016,2032,Sate Ayam,2023-10-26 00:00:00,6,50111,7000,293666,Credit Card,Bali,Delivered
1091,10098,2049,Sate Ayam,2023-01-13 00:00:00,7,34376,5000,235632,COD,Medan,Canceled
1092,10007,2015,Sate Ayam,2023-05-23 00:00:00,2,23121,3000,43242,Bank Transfer,Yogyakarta,Pending
1093,10061,2021,Nasi Goreng,2023-02-27 00:00:00,6,41024,5000,241144,Credit Card,Jakarta,Pending
1094,10053,2059,Ayam Bakar,2023-09-21 00:00:00,5,13051,5000,60255,COD,Bali,Returned
1095,10005,2095,Ikan Bakar,2023-12-16 00:00:00,3,49734,5000,144202,COD,Yogyakarta,Returned
1096,10029,2018,Sate Ayam,2023-04-30 00:00:00,3,38251,1000,113753,Credit Card,Jakarta,Delivered
1097,10061,2022,Bakso,2023-05-09 00:00:00,1,56175,0,56175,COD,Jakarta,Canceled
1098,10015,2060,Bakso,2023-07-11 00:00:00,5,57893,7000,282465,E-Wallet,Medan,Delivered
1099,10015,2050,Ayam Bakar,2023-03-27 00:00:00,9,37932,5000,336388,COD,Bali,Canceled
1100,10093,2061,Ikan Bakar,2023-07-23 00:00:00,5,39222,5000,191110,Bank Transfer,Jakarta,Delivered
1101,10022,2009,Sate Ayam,2023-11-21 00:00:00,4,12849,5000,46396,Credit Card,Yogyakarta,Pending
1102,10057,2095,Sate Ayam,2023-11-21 00:00:00,4,37663,1000,149652,Bank Transfer,Medan,Returned
1103,10031,2090,Ikan Bakar,2023-06-01 00:00:00,2,21938,5000,38876,Bank Transfer,Surabaya,Canceled
1104,10050,2042,Ayam Bakar,2023-09-25 00:00:00,3,42320,0,126960,Credit Card,Bandung,Returned
1105,10028,2012,Ikan Bakar,2023-04-05 00:00:00,2,41996,3000,80992,Credit Card,Bandung,Pending
1106,10080,2089,Soto Betawi,2023-04-03 00:00:00,2,51576,5000,98152,Credit Card,Jakarta,Delivered
1107,10074,2028,Soto Betawi,2023-08-05 00:00:00,5,33548,0,167740,QRIS,Yogyakarta,Canceled
1108,10072,2023,Soto Betawi,2023-08-15 00:00:00,1,27506,5000,22506,Credit Card,Surabaya,Pending
1109,10095,2023,Bakso,2023-07-09 00:00:00,5,54811,0,274055,COD,Bali,Canceled
1110,10098,2029,Sate Ayam,2023-03-03 00:00:00,4,56959,0,227836,COD,Bandung,Pending
1111,10048,2099,Ikan Bakar,2023-08-21 00:00:00,3,46939,0,140817,QRIS,Jakarta,Pending
1112,10051,2082,Nasi Goreng,2023-05-24 00:00:00,5,47259,0,236295,QRIS,Bandung,Canceled
1113,10099,2052,Bakso,2023-05-24 00:00:00,9,11062,7000,92558,COD,Yogyakarta,Delivered
1114,10038,2013,Bakso,2023-05-02 00:00:00,5,33714,7000,161570,E-Wallet,Bandung,Delivered
1115,10075,2008,Nasi Goreng,2023-09-10 00:00:00,6,11542,7000,62252,Credit Card,Surabaya,Delivered
1116,10026,2065,Ayam Bakar,2023-01-29 00:00:00,5,36962,7000,177810,Bank Transfer,Jakarta,Returned
1117,10016,2070,Sate Ayam,2023-10-28 00:00:00,4,45909,5000,178636,E-Wallet,Jakarta,Returned
1118,10053,2038,Mie Goreng,2023-07-21 00:00:00,3,38710,3000,113130,COD,Jakarta,Delivered
1119,10091,2057,Ikan Bakar,2023-11-13 00:00:00,9,52918,0,476262,E-Wallet,Jakarta,Returned
1120,10061,2062,Ikan Bakar,2023-11-08 00:00:00,1,47797,7000,40797,Credit Card,Medan,Canceled
1121,10031,2044,Ayam Bakar,2023-10-30 00:00:00,5,30559,7000,145795,E-Wallet,Medan,Canceled
1122,10035,2098,Mie Goreng,2023-01-20 00:00:00,9,58529,0,526761,Bank Transfer,Jakarta,Pending
1123,10030,2000,Ayam Bakar,2023-02-23 00:00:00,6,13330,0,79980,E-Wallet,Medan,Delivered
1124,10095,2015,Soto Betawi,2023-12-24 00:00:00,8,10667,7000,78336,Credit Card,Medan,Returned
1125,10089,2007,Nasi Goreng,2023-11-12 00:00:00,2,43307,5000,81614,COD,Surabaya,Returned
1126,10063,2026,Sate Ayam,2023-05-25 00:00:00,9,23216,7000,201944,QRIS,Jakarta,Returned
1127,10028,2012,Sate Ayam,2023-02-04 00:00:00,6,15713,3000,91278,COD,Bali,Canceled
1128,10065,2009,Soto Betawi,2023-10-13 00:00:00,2,39548,7000,72096,Bank Transfer,Jakarta,Canceled
1129,10017,2095,Bakso,2023-06-26 00:00:00,5,33833,0,169165,E-Wallet,Bandung,Canceled
1130,10076,2032,Nasi Goreng,2023-04-15 00:00:00,3,18702,0,56106,COD,Semarang,Pending
1131,10005,2091,Sate Ayam,2023-07-16 00:00:00,5,48757,3000,240785,COD,Bali,Canceled
1132,10052,2036,Nasi Goreng,2023-03-24 00:00:00,1,58212,0,58212,Bank Transfer,Bandung,Canceled
1133,10076,2003,Sate Ayam,2023-10-15 00:00:00,2,46187,1000,91374,Credit Card,Yogyakarta,Delivered
1134,10002,2049,Ikan Bakar,2023-02-23 00:00:00,5,34285,3000,168425,Bank Transfer,Surabaya,Returned
1135,10046,2022,Bakso,2023-08-17 00:00:00,5,22173,1000,109865,E-Wallet,Bandung,Pending
1136,10037,2063,Ikan Bakar,2023-08-14 00:00:00,6,52289,1000,312734,Credit Card,Jakarta,Pending
1137,10090,2050,Bakso,2023-11-04 00:00:00,9,41703,5000,370327,Credit Card,Bandung,Canceled
1138,10004,2028,Ikan Bakar,2023-05-18 00:00:00,8,29856,1000,237848,Bank Transfer,Medan,Returned
1139,10087,2068,Nasi Goreng,2023-09-19 00:00:00,5,15569,7000,70845,E-Wallet,Bandung,Returned
1140,10074,2022,Bakso,2023-12-02 00:00:00,6,32415,5000,189490,QRIS,Semarang,Canceled
1141,10066,2095,Mie Goreng,2023-06-04 00:00:00,2,38732,1000,76464,E-Wallet,Bandung,Canceled
1142,10004,2081,Ikan Bakar,2023-06-19 00:00:00,6,23716,0,142296,COD,Surabaya,Returned
1143,10089,2045,Nasi Goreng,2023-03-19 00:00:00,9,33321,0,299889,Bank Transfer,Jakarta,Pending
1144,10055,2093,Mie Goreng,2023-11-15 00:00:00,1,39721,5000,34721,Bank Transfer,Semarang,Canceled
1145,10098,2051,Bakso,2023-10-30 00:00:00,8,55781,1000,445248,QRIS,Bali,Delivered
1146,10087,2001,Ayam Bakar,2023-06-03 00:00:00,8,15126,3000,118008,E-Wallet,Bali,Returned
1147,10017,2037,Mie Goreng,2023-01-15 00:00:00,9,48518,7000,429662,QRIS,Yogyakarta,Pending
1148,10056,2016,Bakso,2023-03-27 00:00:00,9,49056,7000,434504,QRIS,Surabaya,Returned
1149,10009,2066,Sate Ayam,2023-04-19 00:00:00,2,36734,5000,68468,Credit Card,Bali,Returned
1150,10039,2082,Nasi Goreng,2023-04-11 00:00:00,6,29123,1000,173738,Credit Card,Bandung,Returned
1151,10058,2069,Ayam Bakar,2023-10-16 00:00:00,5,37285,7000,179425,QRIS,Jakarta,Pending
1152,10061,2061,Sate Ayam,2023-04-05 00:00:00,8,37446,0,299568,E-Wallet,Bandung,Pending
1153,10039,2035,Soto Betawi,2023-08-11 00:00:00,6,51427,5000,303562,E-Wallet,Medan,Pending
1154,10005,2093,Soto Betawi,2023-03-03 00:00:00,9,10846,3000,94614,Credit Card,Bandung,Canceled
1155,10043,2004,Sate Ayam,2023-04-28 00:00:00,4,36386,5000,140544,Bank Transfer,Medan,Canceled
1156,10011,2046,Sate Ayam,2023-03-31 00:00:00,6,11828,3000,67968,QRIS,Jakarta,Pending
1157,10002,2032,Sate Ayam,2023-06-27 00:00:00,8,10009,7000,73072,Credit Card,Medan,Delivered
1158,10012,2039,Nasi Goreng,2023-03-25 00:00:00,1,11342,7000,4342,Bank Transfer,Surabaya,Canceled
1159,10074,2014,Soto Betawi,2023-02-07 00:00:00,7,46258,0,323806,COD,Jakarta,Returned
1160,10049,2077,Ayam Bakar,2023-05-17 00:00:00,2,29019,3000,55038,E-Wallet,Surabaya,Returned
1161,10063,2021,Ikan Bakar,2023-11-16 00:00:00,8,51832,7000,407656,QRIS,Jakarta,Pending
1162,10084,2036,Ayam Bakar,2023-12-05 00:00:00,4,26984,7000,100936,Credit Card,Surabaya,Delivered
1163,10039,2071,Bakso,2023-04-14 00:00:00,3,17804,0,53412,Bank Transfer,Surabaya,Canceled
1164,10096,2065,Sate Ayam,2023-11-05 00:00:00,8,36727,3000,290816,E-Wallet,Jakarta,Delivered
1165,10066,2006,Mie Goreng,2023-02-11 00:00:00,4,25374,7000,94496,Bank Transfer,Medan,Delivered
1166,10026,2035,Ayam Bakar,2023-02-07 00:00:00,9,11120,7000,93080,COD,Bandung,Pending
1167,10032,2067,Sate Ayam,2023-11-18 00:00:00,5,56714,1000,282570,Bank Transfer,Jakarta,Delivered
1168,10012,2030,Bakso,2023-08-16 00:00:00,8,50631,7000,398048,COD,Jakarta,Pending
1169,10067,2075,Ayam Bakar,2023-05-10 00:00:00,3,49666,5000,143998,QRIS,Yogyakarta,Pending
1170,10026,2068,Ikan Bakar,2023-01-11 00:00:00,8,20789,1000,165312,E-Wallet,Medan,Delivered
1171,10012,2061,Nasi Goreng,2023-04-21 00:00:00,8,43595,3000,345760,QRIS,Medan,Returned
1172,10067,2004,Soto Betawi,2023-10-20 00:00:00,8,10126,1000,80008,Bank Transfer,Medan,Pending
1173,10008,2050,Ayam Bakar,2023-10-23 00:00:00,9,13797,3000,121173,Bank Transfer,Jakarta,Canceled
1174,10020,2089,Sate Ayam,2023-07-01 00:00:00,7,29256,0,204792,E-Wallet,Semarang,Pending
1175,10020,2046,Sate Ayam,2023-11-05 00:00:00,9,49224,7000,436016,Credit Card,Surabaya,Pending
1176,10062,2024,Nasi Goreng,2023-03-16 00:00:00,6,18577,1000,110462,E-Wallet,Yogyakarta,Pending
1177,10016,2042,Mie Goreng,2023-12-30 00:00:00,3,55719,0,167157,QRIS,Jakarta,Canceled
1178,10087,2032,Sate Ayam,2023-10-12 00:00:00,6,29097,5000,169582,Credit Card,Jakarta,Canceled
1179,10070,2080,Ikan Bakar,2023-12-27 00:00:00,1,47011,5000,42011,COD,Semarang,Canceled
1180,10070,2000,Soto Betawi,2023-05-21 00:00:00,7,12482,3000,84374,E-Wallet,Jakarta,Returned
1181,10029,2028,Sate Ayam,2023-10-13 00:00:00,8,33570,1000,267560,Bank Transfer,Jakarta,Pending
1182,10046,2065,Sate Ayam,2023-04-23 00:00:00,2,21485,3000,39970,QRIS,Surabaya,Returned
1183,10028,2054,Bakso,2023-05-11 00:00:00,3,20093,1000,59279,QRIS,Surabaya,Pending
1184,10054,2091,Soto Betawi,2023-06-27 00:00:00,7,25708,0,179956,Bank Transfer,Bali,Pending
1185,10087,2086,Mie Goreng,2023-09-12 00:00:00,8,41480,7000,324840,E-Wallet,Bandung,Canceled
1186,10091,2007,Nasi Goreng,2023-10-18 00:00:00,8,41821,3000,331568,QRIS,Medan,Canceled
1187,10053,2084,Sate Ayam,2023-08-11 00:00:00,7,27327,1000,190289,Credit Card,Bali,Canceled
1188,10022,2084,Mie Goreng,2023-04-22 00:00:00,3,23859,7000,64577,QRIS,Yogyakarta,Delivered
1189,10000,2046,Ayam Bakar,2023-01-11 00:00:00,2,39378,5000,73756,QRIS,Jakarta,Canceled
1190,10037,2093,Sate Ayam,2023-08-14 00:00:00,5,17083,3000,82415,QRIS,Yogyakarta,Delivered
1191,10023,2080,Nasi Goreng,2023-06-07 00:00:00,8,12106,0,96848,Credit Card,Bandung,Canceled
1192,10013,2008,Soto Betawi,2023-08-25 00:00:00,9,33752,3000,300768,QRIS,Yogyakarta,Delivered
1193,10028,2097,Bakso,2023-10-20 00:00:00,6,41889,7000,244334,Credit Card,Medan,Canceled
1194,10037,2033,Sate Ayam,2023-06-14 00:00:00,9,22875,7000,198875,Credit Card,Jakarta,Canceled
1195,10026,2056,Bakso,2023-05-14 00:00:00,8,40987,7000,320896,Bank Transfer,Jakarta,Pending
1196,10009,2044,Sate Ayam,2023-07-09 00:00:00,2,45835,3000,88670,Bank Transfer,Bandung,Canceled
1197,10035,2025,Ayam Bakar,2023-05-29 00:00:00,8,34063,5000,267504,Bank Transfer,Bandung,Pending
1198,10098,2053,Nasi Goreng,2023-02-24 00:00:00,8,14853,7000,111824,Bank Transfer,Yogyakarta,Returned
1199,10019,2082,Mie Goreng,2023-09-01 00:00:00,1,34058,7000,27058,E-Wallet,Yogyakarta,Canceled
1200,10025,2065,Ayam Bakar,2023-03-14 00:00:00,9,45111,0,405999,Bank Transfer,Surabaya,Canceled
1201,10042,2041,Sate Ayam,2023-02-08 00:00:00,3,55186,1000,164558,COD,Medan,Returned
1202,10050,2093,Sate Ayam,2023-12-20 00:00:00,3,36212,5000,103636,E-Wallet,Bandung,Canceled
1203,10060,2016,Nasi Goreng,2023-02-26 00:00:00,7,30491,3000,210437,COD,Surabaya,Pending
1204,10079,2069,Soto Betawi,2023-01-25 00:00:00,2,21918,3000,40836,Credit Card,Surabaya,Canceled
1205,10025,2046,Soto Betawi,2023-09-23 00:00:00,7,51360,1000,358520,COD,Jakarta,Delivered
1206,10006,2013,Bakso,2023-04-27 00:00:00,7,14232,3000,96624,Credit Card,Bandung,Pending
1207,10092,2081,Bakso,2023-04-13 00:00:00,1,34077,3000,31077,QRIS,Medan,Canceled
1208,10097,2002,Ayam Bakar,2023-06-20 00:00:00,8,41705,5000,328640,Bank Transfer,Medan,Canceled
1209,10085,2024,Ayam Bakar,2023-07-29 00:00:00,1,38687,7000,31687,Credit Card,Medan,Delivered
1210,10065,2054,Mie Goreng,2023-06-19 00:00:00,2,47114,7000,87228,COD,Yogyakarta,Returned
1211,10095,2098,Mie Goreng,2023-02-08 00:00:00,4,55084,0,220336,COD,Jakarta,Canceled
1212,10056,2015,Soto Betawi,2023-08-24 00:00:00,9,47129,0,424161,QRIS,Jakarta,Canceled
1213,10093,2048,Mie Goreng,2023-05-22 00:00:00,8,42413,1000,338304,QRIS,Yogyakarta,Delivered
1214,10036,2024,Soto Betawi,2023-07-12 00:00:00,5,34557,0,172785,Bank Transfer,Surabaya,Returned
1215,10067,2011,Mie Goreng,2023-10-20 00:00:00,5,51898,5000,254490,E-Wallet,Jakarta,Canceled
1216,10097,2024,Bakso,2023-02-21 00:00:00,4,58988,7000,228952,E-Wallet,Jakarta,Delivered
1217,10073,2097,Sate Ayam,2023-08-06 00:00:00,9,37376,1000,335384,E-Wallet,Semarang,Delivered
1218,10004,2004,Sate Ayam,2023-02-16 00:00:00,7,56600,3000,393200,QRIS,Yogyakarta,Canceled
1219,10060,2034,Nasi Goreng,2023-12-04 00:00:00,1,57319,3000,54319,E-Wallet,Jakarta,Canceled
1220,10088,2072,Ikan Bakar,2023-12-23 00:00:00,2,27674,0,55348,E-Wallet,Bandung,Returned
1221,10028,2008,Mie Goreng,2023-08-14 00:00:00,9,56542,0,508878,COD,Bandung,Pending
1222,10097,2087,Ikan Bakar,2023-02-07 00:00:00,8,31754,7000,247032,Credit Card,Yogyakarta,Delivered
1223,10036,2059,Soto Betawi,2023-10-11 00:00:00,5,31452,0,157260,Credit Card,Semarang,Canceled
1224,10095,2061,Ayam Bakar,2023-04-25 00:00:00,3,11591,1000,33773,E-Wallet,Jakarta,Canceled
1225,10032,2005,Soto Betawi,2023-05-27 00:00:00,8,12139,0,97112,E-Wallet,Bandung,Returned
1226,10040,2012,Mie Goreng,2023-02-14 00:00:00,9,36292,1000,325628,QRIS,Bali,Pending
1227,10037,2059,Bakso,2023-05-13 00:00:00,9,59138,1000,531242,Credit Card,Semarang,Pending
1228,10052,2029,Bakso,2023-03-23 00:00:00,4,58845,7000,228380,COD,Medan,Pending
1229,10065,2095,Ayam Bakar,2023-02-15 00:00:00,1,44832,1000,43832,QRIS,Semarang,Returned
1230,10034,2069,Mie Goreng,2023-03-15 00:00:00,9,52207,1000,468863,QRIS,Medan,Pending
1231,10093,2036,Ayam Bakar,2023-10-05 00:00:00,4,17059,5000,63236,Credit Card,Medan,Pending
1232,10063,2016,Ikan Bakar,2023-07-12 00:00:00,6,30953,3000,182718,Credit Card,Yogyakarta,Delivered
1233,10063,2046,Ayam Bakar,2023-07-23 00:00:00,4,35338,3000,138352,QRIS,Jakarta,Returned
